sci_name,category,class,order_name,family,genus,population_trend,marine,freshwater,terrestrial,total_occurrences
Sicista loriger,CR,MAMMALIA,RODENTIA,SMINTHIDAE,Sicista,,1,1,0,0
Uromys vika,CR,MAMMALIA,RODENTIA,MURIDAE,Uromys,,1,1,0,0
Sicista severtzovi,CR,MAMMALIA,RODENTIA,SMINTHIDAE,Sicista,,1,1,0,0
Callosciurus honkhoaiensis,CR,MAMMALIA,RODENTIA,SCIURIDAE,Callosciurus,,1,1,0,0
Cremnomys elvira,CR,MAMMALIA,RODENTIA,MURIDAE,Cremnomys,,1,1,0,0
Dorcopsis atrata,CR,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Dorcopsis,,1,1,0,0
Phyllomys unicolor,CR,MAMMALIA,RODENTIA,ECHIMYIDAE,Phyllomys,,1,1,0,0
Hipposideros hypophyllus,CR,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Hipposideros,,1,1,0,0
Gyldenstolpia fronto,CR,MAMMALIA,RODENTIA,CRICETIDAE,Gyldenstolpia,,1,1,0,0
Myosorex eisentrauti,CR,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Myosorex,,1,1,0,0
Pseudocheirus occidentalis,CR,MAMMALIA,DIPROTODONTIA,PSEUDOCHEIRIDAE,Pseudocheirus,,1,1,0,0
Pteropus howensis,CR,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,,1,1,0,0
Uromys imperator,CR,MAMMALIA,RODENTIA,MURIDAE,Uromys,,1,1,0,0
Uromys porculus,CR,MAMMALIA,RODENTIA,MURIDAE,Uromys,,1,1,0,0
Zaglossus attenboroughi,CR,MAMMALIA,MONOTREMATA,TACHYGLOSSIDAE,Zaglossus,,1,1,0,0
Uromys emmae,CR,MAMMALIA,RODENTIA,MURIDAE,Uromys,,1,1,0,0
Tympanoctomys aureus,CR,MAMMALIA,RODENTIA,OCTODONTIDAE,Tympanoctomys,,1,1,0,0
Dendrolagus mayri,CR,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Dendrolagus,,1,1,0,0
Tympanoctomys loschalchalerosorum,CR,MAMMALIA,RODENTIA,OCTODONTIDAE,Tympanoctomys,,1,1,0,0
Lepilemur grewcockorum,CR,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,,1,1,0,0
Uromys boeadii,CR,MAMMALIA,RODENTIA,MURIDAE,Uromys,,1,1,0,0
Rhinopithecus strykeri,CR,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Rhinopithecus,,1,1,0,0
Microcebus gerpi,CR,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,,1,1,0,0
Lepilemur hollandorum,CR,MAMMALIA,PRIMATES,LEPILEMURIDAE,Lepilemur,,1,1,0,0
Rattus nikenii,CR,MAMMALIA,RODENTIA,MURIDAE,Rattus,,1,1,0,0
Murina balaensis,CR,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Murina,,1,1,0,0
Nycticebus bancanus,CR,MAMMALIA,PRIMATES,LORISIDAE,Nycticebus,,1,1,0,0
Microcebus manitatra,CR,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,,1,1,0,0
Myotis nimbaensis,CR,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,,1,1,0,0
Myotis nustrale,CR,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,,1,1,0,0
Chingawaemys rarus,CR,MAMMALIA,RODENTIA,MURIDAE,Chingawaemys,,1,1,0,0
Borikenophis sanctaecrucis,CR,REPTILIA,SQUAMATA,DIPSADIDAE,Borikenophis,,1,1,0,0
Chalcides ebneri,CR,REPTILIA,SQUAMATA,SCINCIDAE,Chalcides,,1,1,0,0
Liolaemus cranwelli,CR,REPTILIA,SQUAMATA,LIOLAEMIDAE,Liolaemus,,1,1,0,0
Calumma hafahafa,CR,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Calumma,,1,1,0,0
Pseudoacontias menamainty,CR,REPTILIA,SQUAMATA,SCINCIDAE,Pseudoacontias,,1,1,0,0
Pseudoxyrhopus ankafinaensis,CR,REPTILIA,SQUAMATA,PSEUDOXYRHOPHIIDAE,Pseudoxyrhopus,,1,1,0,0
Conolophus marthae,CR,REPTILIA,SQUAMATA,IGUANIDAE,Conolophus,,1,1,0,0
Nannoscincus rankini,CR,REPTILIA,SQUAMATA,SCINCIDAE,Nannoscincus,,1,1,0,0
Calamaria ingeri,CR,REPTILIA,SQUAMATA,CALAMARIIDAE,Calamaria,,1,1,0,0
Taeniophallus nebularis,CR,REPTILIA,SQUAMATA,DIPSADIDAE,Taeniophallus,,1,1,0,0
Paracontias rothschildi,CR,REPTILIA,SQUAMATA,SCINCIDAE,Paracontias,,1,1,0,0
Cnemaspis anaikattiensis,CR,REPTILIA,SQUAMATA,GEKKONIDAE,Cnemaspis,,1,1,0,0
Paracontias fasika,CR,REPTILIA,SQUAMATA,SCINCIDAE,Paracontias,,1,1,0,0
Indotyphlops leucomelas,CR,REPTILIA,SQUAMATA,TYPHLOPIDAE,Indotyphlops,,1,1,0,0
Cyrtodactylus ramboda,CR,REPTILIA,SQUAMATA,GEKKONIDAE,Cyrtodactylus,,1,1,0,0
Madascincus arenicola,CR,REPTILIA,SQUAMATA,SCINCIDAE,Madascincus,,1,1,0,0
Tropidophis gularis,CR,REPTILIA,SQUAMATA,TROPIDOPHIIDAE,Tropidophis,,1,1,0,0
Trimetopon viquezi,CR,REPTILIA,SQUAMATA,DIPSADIDAE,Trimetopon,,1,1,0,0
Cynisca gansi,CR,REPTILIA,SQUAMATA,AMPHISBAENIDAE,Cynisca,,1,1,0,0
Cynisca kigomensis,CR,REPTILIA,SQUAMATA,AMPHISBAENIDAE,Cynisca,,1,1,0,0
Hemidactylus bouvieri,CR,REPTILIA,SQUAMATA,GEKKONIDAE,Hemidactylus,,1,1,0,0
Drymoluber apurimacensis,CR,REPTILIA,SQUAMATA,COLUBRIDAE,Drymoluber,,1,1,0,0
Capitellum mariagalantae,CR,REPTILIA,SQUAMATA,SCINCIDAE,Capitellum,,1,1,0,0
Capitellum parvicruzae,CR,REPTILIA,SQUAMATA,SCINCIDAE,Capitellum,,1,1,0,0
Mabuya guadeloupae,CR,REPTILIA,SQUAMATA,SCINCIDAE,Mabuya,,1,1,0,0
Spondylurus spilonotus,CR,REPTILIA,SQUAMATA,SCINCIDAE,Spondylurus,,1,1,0,0
Spondylurus turksae,CR,REPTILIA,SQUAMATA,SCINCIDAE,Spondylurus,,1,1,0,0
Bachia psamophila,CR,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Bachia,,1,1,0,0
Euspondylus monsfumus,CR,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Euspondylus,,1,1,0,0
Homonota taragui,CR,REPTILIA,SQUAMATA,PHYLLODACTYLIDAE,Homonota,,1,1,0,0
Amphisbaena leali,CR,REPTILIA,SQUAMATA,AMPHISBAENIDAE,Amphisbaena,,1,1,0,0
Amphisbaena sanctaeritae,CR,REPTILIA,SQUAMATA,AMPHISBAENIDAE,Amphisbaena,,1,1,0,0
Leiocephalus altavelensis,CR,REPTILIA,SQUAMATA,TROPIDURIDAE,Leiocephalus,,1,1,0,0
Typhlops agoralionis,CR,REPTILIA,SQUAMATA,TYPHLOPIDAE,Typhlops,,1,1,0,0
Rhampholeon hattinghi,CR,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Rhampholeon,,1,1,0,0
Chelonoidis donfaustoi,CR,REPTILIA,TESTUDINES,TESTUDINIDAE,Chelonoidis,,1,1,0,0
Cyrtodactylus guakanthanensis,CR,REPTILIA,SQUAMATA,GEKKONIDAE,Cyrtodactylus,,1,1,0,0
Cyrtodactylus jarakensis,CR,REPTILIA,SQUAMATA,GEKKONIDAE,Cyrtodactylus,,1,1,0,0
Cyrtodactylus nigriocularis,CR,REPTILIA,SQUAMATA,GEKKONIDAE,Cyrtodactylus,,1,1,0,0
Cnemaspis minang,CR,REPTILIA,SQUAMATA,GEKKONIDAE,Cnemaspis,,1,1,0,0
Chilabothrus argentum,CR,REPTILIA,SQUAMATA,BOIDAE,Chilabothrus,,1,1,0,0
Oligosoma hoparatea,CR,REPTILIA,SQUAMATA,SCINCIDAE,Oligosoma,,1,1,0,0
Caledoniscincus constellatus,CR,REPTILIA,SQUAMATA,SCINCIDAE,Caledoniscincus,,1,1,0,0
Sitana fusca,CR,REPTILIA,SQUAMATA,AGAMIDAE,Sitana,,1,1,0,0
Cnemaspis ingerorum,CR,REPTILIA,SQUAMATA,GEKKONIDAE,Cnemaspis,,1,1,0,0
Cyrtodactylus chamba,CR,REPTILIA,SQUAMATA,GEKKONIDAE,Cyrtodactylus,,1,1,0,0
Sceloporus mendezdelacruzi,CR,REPTILIA,SQUAMATA,PHRYNOSOMATIDAE,Sceloporus,,1,1,0,0
Opisthotropis kikuzatoi,CR,REPTILIA,SQUAMATA,NATRICIDAE,Opisthotropis,,1,1,0,0
Ranacephala hogei,CR,REPTILIA,TESTUDINES,CHELIDAE,Ranacephala,,1,1,0,0
Caribicus anelpistus,CR,REPTILIA,SQUAMATA,DIPLOGLOSSIDAE,Caribicus,,1,1,0,0
Cuora picturata,CR,REPTILIA,TESTUDINES,GEOEMYDIDAE,Cuora,,1,1,0,0
Darevskia dryada,CR,REPTILIA,SQUAMATA,LACERTIDAE,Darevskia,,1,1,0,0
Chitra vandijki,CR,REPTILIA,TESTUDINES,TRIONYCHIDAE,Chitra,,1,1,0,0
Paracontias minimus,CR,REPTILIA,SQUAMATA,SCINCIDAE,Paracontias,,1,1,0,0
Marmorosphax kaala,CR,REPTILIA,SQUAMATA,SCINCIDAE,Marmorosphax,,1,1,0,0
Calamaria prakkei,CR,REPTILIA,SQUAMATA,CALAMARIIDAE,Calamaria,,1,1,0,0
Gonatodes daudini,CR,REPTILIA,SQUAMATA,SPHAERODACTYLIDAE,Gonatodes,,1,1,0,0
Lepidodactylus gardineri,CR,REPTILIA,SQUAMATA,GEKKONIDAE,Lepidodactylus,,1,1,0,0
Indotyphlops lankaensis,CR,REPTILIA,SQUAMATA,TYPHLOPIDAE,Indotyphlops,,1,1,0,0
Aspidura deraniyagalae,CR,REPTILIA,SQUAMATA,NATRICIDAE,Aspidura,,1,1,0,0
Omoadiphas cannula,CR,REPTILIA,SQUAMATA,DIPSADIDAE,Omoadiphas,,1,1,0,0
Apostolepis striata,CR,REPTILIA,SQUAMATA,DIPSADIDAE,Apostolepis,,1,1,0,0
Hemidactylus kundaensis,CR,REPTILIA,SQUAMATA,GEKKONIDAE,Hemidactylus,,1,1,0,0
Brookesia desperata,CR,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Brookesia,,1,1,0,0
Alinea lanceolata,CR,REPTILIA,SQUAMATA,SCINCIDAE,Alinea,,1,1,0,0
Atractus arangoi,CR,REPTILIA,SQUAMATA,DIPSADIDAE,Atractus,,1,1,0,0
Atheris matildae,CR,REPTILIA,SQUAMATA,VIPERIDAE,Atheris,,1,1,0,0
Capitellum metallicum,CR,REPTILIA,SQUAMATA,SCINCIDAE,Capitellum,,1,1,0,0
Mabuya cochonae,CR,REPTILIA,SQUAMATA,SCINCIDAE,Mabuya,,1,1,0,0
Mabuya grandisterrae,CR,REPTILIA,SQUAMATA,SCINCIDAE,Mabuya,,1,1,0,0
Spondylurus magnacruzae,CR,REPTILIA,SQUAMATA,SCINCIDAE,Spondylurus,,1,1,0,0
Spondylurus monitae,CR,REPTILIA,SQUAMATA,SCINCIDAE,Spondylurus,,1,1,0,0
Oreosaurus rhodogaster,CR,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Oreosaurus,,1,1,0,0
Bothrops otavioi,CR,REPTILIA,SQUAMATA,VIPERIDAE,Bothrops,,1,1,0,0
Homonota rupicola,CR,REPTILIA,SQUAMATA,PHYLLODACTYLIDAE,Homonota,,1,1,0,0
Atractus multidentatus,CR,REPTILIA,SQUAMATA,DIPSADIDAE,Atractus,,1,1,0,0
Kinyongia mulyai,CR,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Kinyongia,,1,1,0,0
Atractus hoogmoedi,CR,REPTILIA,SQUAMATA,DIPSADIDAE,Atractus,,1,1,0,0
Pseudocalotes flavigula,CR,REPTILIA,SQUAMATA,AGAMIDAE,Pseudocalotes,,1,1,0,0
Pseudocalotes rhaegal,CR,REPTILIA,SQUAMATA,AGAMIDAE,Pseudocalotes,,1,1,0,0
Cnemaspis temiah,CR,REPTILIA,SQUAMATA,GEKKONIDAE,Cnemaspis,,1,1,0,0
Calamaria longirostris,CR,REPTILIA,SQUAMATA,CALAMARIIDAE,Calamaria,,1,1,0,0
Rhinophis goweri,CR,REPTILIA,SQUAMATA,UROPELTIDAE,Rhinophis,,1,1,0,0
Nannoscincus koniambo,CR,REPTILIA,SQUAMATA,SCINCIDAE,Nannoscincus,,1,1,0,0
Phyllurus pinnaclensis,CR,REPTILIA,SQUAMATA,CARPHODACTYLIDAE,Phyllurus,,1,1,0,0
Cnemaspis godagedarai,CR,REPTILIA,SQUAMATA,GEKKONIDAE,Cnemaspis,,1,1,0,0
Oligosoma salmo,CR,REPTILIA,SQUAMATA,SCINCIDAE,Oligosoma,,1,1,0,0
Pristurus assareen,CR,REPTILIA,SQUAMATA,SPHAERODACTYLIDAE,Pristurus,,1,1,0,0
Hemachatus nyangensis,CR,REPTILIA,SQUAMATA,ELAPIDAE,Hemachatus,,1,1,0,0
Alsophylax ferganensis,CR,REPTILIA,SQUAMATA,GEKKONIDAE,Alsophylax,,1,1,0,0
Bufo luchunnicus,CR,AMPHIBIA,ANURA,BUFONIDAE,Bufo,,1,1,0,0
Cophixalus misimae,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Cophixalus,,1,1,0,0
Telmatobius vilamensis,CR,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,,1,1,0,0
Eleutherodactylus rivularis,CR,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,,1,1,0,0
Telmatobius ventriflavum,CR,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,,1,1,0,0
Arthroleptis krokosua,CR,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,,1,1,0,0
Hynobius mikawaensis,CR,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,,1,1,0,0
Bolitoglossa ninadormida,CR,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,,1,1,0,0
Eleutherodactylus michaelschmidi,CR,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,,1,1,0,0
Bolitoglossa copia,CR,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,,1,1,0,0
Tylototriton lizhenchangi,CR,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Tylototriton,,1,1,0,0
Platypelis ando,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Platypelis,,1,1,0,0
Hypogeophis pti,CR,AMPHIBIA,GYMNOPHIONA,INDOTYPHLIDAE,Hypogeophis,,1,1,0,0
Andrias sligoi,CR,AMPHIBIA,CAUDATA,CRYPTOBRANCHIDAE,Andrias,,1,1,0,0
Pseudophilautus newtonjayawardanei,CR,AMPHIBIA,ANURA,RHACOPHORIDAE,Pseudophilautus,,1,1,0,0
Dendrophryniscus davori,CR,AMPHIBIA,ANURA,BUFONIDAE,Dendrophryniscus,,1,1,0,0
Raorchestes kempiae,CR,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,,1,1,0,0
Craugastor trachydermus,CR,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,,1,1,0,0
Brachycephalus fuscolineatus,CR,AMPHIBIA,ANURA,BRACHYCEPHALIDAE,Brachycephalus,,1,1,0,0
Hypselotriton glaucus,CR,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,,1,1,0,0
Adelophryne michelin,CR,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Adelophryne,,1,1,0,0
Megophrys acuta,CR,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,,1,1,0,0
Pristimantis cacao,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Pristimantis albericoi,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Pristimantis saturninoi,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Rhaebo atelopoides,CR,AMPHIBIA,ANURA,BUFONIDAE,Rhaebo,,1,1,0,0
Atelopus calima,CR,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,,1,1,0,0
Hylarana nazgul,CR,AMPHIBIA,ANURA,RANIDAE,Hylarana,,1,1,0,0
Nyctimantis pomba,CR,AMPHIBIA,ANURA,HYLIDAE,Nyctimantis,,1,1,0,0
Leptobrachella rowleyae,CR,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,,1,1,0,0
Stumpffia meikeae,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Stumpffia,,1,1,0,0
Nidirana hainanensis,CR,AMPHIBIA,ANURA,RANIDAE,Nidirana,,1,1,0,0
Pristimantis turumiquirensis,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Plectrohyla tecunumani,CR,AMPHIBIA,ANURA,HYLIDAE,Plectrohyla,,1,1,0,0
Brachycephalus mariaeterezae,CR,AMPHIBIA,ANURA,BRACHYCEPHALIDAE,Brachycephalus,,1,1,0,0
Litoria spenceri,CR,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,,1,1,0,0
Guibemantis diphonus,CR,AMPHIBIA,ANURA,MANTELLIDAE,Guibemantis,,1,1,0,0
Leptobrachella botsfordi,CR,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,,1,1,0,0
Megophrys dzukou,CR,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,,1,1,0,0
Nothophryne unilurio,CR,AMPHIBIA,ANURA,PYXICEPHALIDAE,Nothophryne,,1,1,0,0
Aromobates cannatellai,CR,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,,1,1,0,0
Microkayla pinguis,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Microkayla,,1,1,0,0
Stumpffia miovaova,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Stumpffia,,1,1,0,0
Hylodes mertensi,CR,AMPHIBIA,ANURA,HYLODIDAE,Hylodes,,1,1,0,0
Eleutherodactylus symingtoni,CR,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,,1,1,0,0
Peltophryne armata,CR,AMPHIBIA,ANURA,BUFONIDAE,Peltophryne,,1,1,0,0
Pseudohynobius shuichengensis,CR,AMPHIBIA,CAUDATA,HYNOBIIDAE,Pseudohynobius,,1,1,0,0
Pristimantis telefericus,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Phrynobatrachus breviceps,CR,AMPHIBIA,ANURA,PHRYNOBATRACHIDAE,Phrynobatrachus,,1,1,0,0
Megophrys oreocrypta,CR,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,,1,1,0,0
Anstisia alba,CR,AMPHIBIA,ANURA,MYOBATRACHIDAE,Anstisia,,1,1,0,0
Pristimantis polemistes,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Pristimantis caniari,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Eleutherodactylus beguei,CR,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,,1,1,0,0
Atelopus tamaense,CR,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,,1,1,0,0
Aromobates haydeeae,CR,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,,1,1,0,0
Phyllonastes coloma,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Phyllonastes,,1,1,0,0
Gephyromantis mafy,CR,AMPHIBIA,ANURA,MANTELLIDAE,Gephyromantis,,1,1,0,0
Hypselotriton chenggongensis,CR,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,,1,1,0,0
Diasporus pequeno,CR,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Diasporus,,1,1,0,0
Ansonia guibei,CR,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,,1,1,0,0
Nannophryne apolobambica,CR,AMPHIBIA,ANURA,BUFONIDAE,Nannophryne,,1,1,0,0
Pseudoeurycea kuautli,CR,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Pseudoeurycea,,1,1,0,0
Megophrys obesa,CR,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,,1,1,0,0
Leptodactylodon wildi,CR,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Leptodactylodon,,1,1,0,0
Litoria lorica,CR,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,,1,1,0,0
Allobates caribe,CR,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,,1,1,0,0
Leptobrachella palmata,CR,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,,1,1,0,0
Andinobates supata,CR,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,,1,1,0,0
Chiropterotriton casasi,CR,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Chiropterotriton,,1,1,0,0
Telmatobius bolivianus,CR,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,,1,1,0,0
Diasporus sapo,CR,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Diasporus,,1,1,0,0
Microkayla kallawaya,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Microkayla,,1,1,0,0
Litoria myola,CR,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,,1,1,0,0
Atelopus orcesi,CR,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,,1,1,0,0
Noblella bagrecito,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Noblella,,1,1,0,0
Megophrys insularis,CR,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,,1,1,0,0
Pristimantis hoogmoedi,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Oedipina chortiorum,CR,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Oedipina,,1,1,0,0
Atelopus erythropus,CR,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,,1,1,0,0
Isthmohyla graceae,CR,AMPHIBIA,ANURA,HYLIDAE,Isthmohyla,,1,1,0,0
Pristimantis ruidus,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Melanophryniscus langonei,CR,AMPHIBIA,ANURA,BUFONIDAE,Melanophryniscus,,1,1,0,0
Bolitoglossa tzultacaj,CR,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,,1,1,0,0
Microkayla harveyi,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Microkayla,,1,1,0,0
Stumpffia spandei,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Stumpffia,,1,1,0,0
Bufoides meghalayanus,CR,AMPHIBIA,ANURA,BUFONIDAE,Bufoides,,1,1,0,0
Pristimantis jimenezi,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Pseudohynobius puxiongensis,CR,AMPHIBIA,CAUDATA,HYNOBIIDAE,Pseudohynobius,,1,1,0,0
Ischnocnema concolor,CR,AMPHIBIA,ANURA,BRACHYCEPHALIDAE,Ischnocnema,,1,1,0,0
Pristimantis longicorpus,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Hypogeophis montanus,CR,AMPHIBIA,GYMNOPHIONA,INDOTYPHLIDAE,Hypogeophis,,1,1,0,0
Microkayla ankohuma,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Microkayla,,1,1,0,0
Litoria kroombitensis,CR,AMPHIBIA,ANURA,PELODRYADIDAE,Litoria,,1,1,0,0
Mannophryne speeri,CR,AMPHIBIA,ANURA,AROMOBATIDAE,Mannophryne,,1,1,0,0
Hyloxalus edwardsi,CR,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,,1,1,0,0
Pelophryne murudensis,CR,AMPHIBIA,ANURA,BUFONIDAE,Pelophryne,,1,1,0,0
Atelopus pinangoi,CR,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,,1,1,0,0
Rhombophryne diadema,CR,AMPHIBIA,ANURA,MICROHYLIDAE,Rhombophryne,,1,1,0,0
Pristimantis nangaritza,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
Telmatobius dankoi,CR,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,,1,1,0,0
Craugastor adamastus,CR,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,,1,1,0,0
Pristimantis thyellus,CR,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,,1,1,0,0
